EHM034720|EHA02359_bin.2_gene_7_8	sp|Q2PFX5|RGN_MACFA	sp|Q2PFX5|RGN_MACFA Regucalcin OS=Macaca fascicularis OX=9541 GN=RGN PE=2 SV=1	1.20e-40	146
EHM034720|EHA02359_bin.2_gene_18_3	sp|Q5XD24|Y554_STRP6	sp|Q5XD24|Y554_STRP6 Probable metallo-hydrolase M6_Spy0554 OS=Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394) OX=286636 GN=M6_Spy0554 PE=1 SV=1	1.69e-12	68.6
EHM034720|EHA02359_bin.2_gene_33_2	sp|P73411|G6PD_SYNY3	sp|P73411|G6PD_SYNY3 Glucose-6-phosphate 1-dehydrogenase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=zwf PE=1 SV=1	4.25e-159	465
EHM034720|EHA02359_bin.2_gene_41_1	sp|Q6LLU3|BTUB_PHOPR	sp|Q6LLU3|BTUB_PHOPR Vitamin B12 transporter BtuB OS=Photobacterium profundum (strain SS9) OX=298386 GN=btuB PE=3 SV=1	1.23e-16	87.4
EHM034720|EHA02359_bin.2_gene_56_3	sp|O66513|GLNB_AQUAE	sp|O66513|GLNB_AQUAE Nitrogen regulatory protein P-II OS=Aquifex aeolicus (strain VF5) OX=224324 GN=glnB PE=1 SV=1	8.97e-57	174
EHM034720|EHA02359_bin.2_gene_56_8	sp|Q6NFN0|CLPS_CORDI	sp|Q6NFN0|CLPS_CORDI ATP-dependent Clp protease adapter protein ClpS OS=Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis) OX=257309 GN=clpS PE=3 SV=1	1.68e-21	84.3
EHM034720|EHA02359_bin.2_gene_57_3	sp|Q8MTJ7|GAFA_DICDI	sp|Q8MTJ7|GAFA_DICDI GAF domain-containing protein A OS=Dictyostelium discoideum OX=44689 GN=gafA PE=3 SV=1	1.48e-38	132
EHM034720|EHA02359_bin.2_gene_76_10	sp|P31700|GSPD1_DICCH	sp|P31700|GSPD1_DICCH Secretin OutD OS=Dickeya chrysanthemi OX=556 GN=outD PE=3 SV=1	1.24e-30	132
EHM034720|EHA02359_bin.2_gene_76_21	sp|P21577|6PGD_SYNE7	sp|P21577|6PGD_SYNE7 6-phosphogluconate dehydrogenase, decarboxylating OS=Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) OX=1140 GN=gnd PE=1 SV=4	4.44e-176	504
EHM034720|EHA02359_bin.2_gene_79_3	sp|Q5XPH7|FEOB_LEPBP	sp|Q5XPH7|FEOB_LEPBP Fe(2+) transporter FeoB OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris) OX=456481 GN=feoB PE=3 SV=1	4.27e-106	340
EHM034720|EHA02359_bin.2_gene_106_4	sp|Q8G2M6|BEPE_BRUSU	sp|Q8G2M6|BEPE_BRUSU Efflux pump membrane transporter BepE OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=bepE PE=1 SV=1	1.31e-61	213
EHM034720|EHA02359_bin.2_gene_141_1	sp|A0A0H3JML2|EPTA_ECO57	sp|A0A0H3JML2|EPTA_ECO57 Phosphoethanolamine transferase EptA OS=Escherichia coli O157:H7 OX=83334 GN=eptA PE=3 SV=2	6.95e-08	57.0
EHM034720|EHA02359_bin.2_gene_153_1	sp|Q53245|GLND_RHITR	sp|Q53245|GLND_RHITR Bifunctional uridylyltransferase/uridylyl-removing enzyme OS=Rhizobium tropici OX=398 GN=glnD PE=3 SV=2	1.77e-100	333
EHM034720|EHA02359_bin.2_gene_167_1	sp|P48982|BGAL_XANMN	sp|P48982|BGAL_XANMN Beta-galactosidase OS=Xanthomonas manihotis OX=43353 GN=bga PE=1 SV=1	2.51e-97	302
EHM034720|EHA02359_bin.2_gene_186_7	sp|Q7MUW6|PTP_PORGI	sp|Q7MUW6|PTP_PORGI Prolyl tripeptidyl peptidase OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) OX=242619 GN=ptpA PE=1 SV=1	1.96e-43	171
EHM034720|EHA02359_bin.2_gene_190_8	sp|P14002|BGLB_ACET2	sp|P14002|BGLB_ACET2 Thermostable beta-glucosidase B OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=bglB PE=1 SV=2	1.87e-133	414
EHM034720|EHA02359_bin.2_gene_190_13	sp|P04772|GLNA2_BRADU	sp|P04772|GLNA2_BRADU Glutamine synthetase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=glnII PE=1 SV=2	8.08e-139	400
EHM034720|EHA02359_bin.2_gene_194_1	sp|A6L6X8|FLUC_PHOV8	sp|A6L6X8|FLUC_PHOV8 Fluoride-specific ion channel FluC OS=Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) OX=435590 GN=fluC PE=3 SV=1	8.38e-22	86.7
EHM034720|EHA02359_bin.2_gene_199_6	sp|Q4ZZD8|DCUP_PSEU2	sp|Q4ZZD8|DCUP_PSEU2 Uroporphyrinogen decarboxylase OS=Pseudomonas syringae pv. syringae (strain B728a) OX=205918 GN=hemE PE=3 SV=1	9.64e-12	68.9
EHM034720|EHA02359_bin.2_gene_244_5	sp|P74409|Y260_SYNY3	sp|P74409|Y260_SYNY3 UPF0053 protein sll0260 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=sll0260 PE=3 SV=1	1.37e-85	271
EHM034720|EHA02359_bin.2_gene_256_9	sp|P72942|EXBD_SYNY3	sp|P72942|EXBD_SYNY3 Putative biopolymer transport protein ExbD OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr0678 PE=3 SV=1	4.40e-16	75.5
EHM034692|EHA02331_bin.15_gene_14_2	sp|P27034|BGLS_AGRTU	sp|P27034|BGLS_AGRTU Beta-glucosidase OS=Agrobacterium tumefaciens OX=358 GN=cbg-1 PE=3 SV=1	1.45e-152	470
EHM034692|EHA02331_bin.15_gene_19_3	sp|Q9KJC4|ARPR_PSEPU	sp|Q9KJC4|ARPR_PSEPU Probable HTH-type transcriptional regulator ArpR OS=Pseudomonas putida OX=303 GN=arpR PE=3 SV=1	3.01e-30	114
EHM034692|EHA02331_bin.15_gene_24_3	sp|A7LXS8|BGH3A_BACO1	sp|A7LXS8|BGH3A_BACO1 Beta-glucosidase BoGH3A OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153) OX=411476 GN=BACOVA_02644 PE=1 SV=1	9.53e-134	416
EHM034692|EHA02331_bin.15_gene_24_26	sp|P9WF04|UH105_ALTSL	sp|P9WF04|UH105_ALTSL Unsaturated 3S-rhamnoglycuronyl hydrolase OS=Alteromonas sp. (strain LOR) OX=1537994 GN=LOR_28 PE=1 SV=1	1.79e-85	269
EHM034692|EHA02331_bin.15_gene_35_1	sp|P04772|GLNA2_BRADU	sp|P04772|GLNA2_BRADU Glutamine synthetase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=glnII PE=1 SV=2	1.58e-48	161
EHM034692|EHA02331_bin.15_gene_53_9	sp|O05261|YULB_BACSU	sp|O05261|YULB_BACSU Uncharacterized HTH-type transcriptional regulator YulB OS=Bacillus subtilis (strain 168) OX=224308 GN=yulB PE=4 SV=1	2.15e-22	95.9
